,Streamer,Followers,Min_views,Max_views,Avg_views,Other_games,Description,translated_texts,language
405,lordjirall,21093,317.0,479.0,398.0,0.0,Jirall mr. Toplaner convertido en caster,jirall mr.toplaner converted into caster,es
406,urs_toko,20888,497.0,828.0,638.0,0.0,遠い宇宙からやってきたポンコツ侵略系Vstreamerの「とおこ」です。配信で地球侵略がんばる。ます。好きな事を好きな様にのんびりまったり。チャンネル登録やTwitterフォローして貰えるとやる気がわんわんします。どうぞ、よろしく。ネ。,"it is ""toko"" of ponkotsu invader vstreamer who came from a distant space.i will do my best to invade the earth by distribution.increase.landly as you like what you like.i'm motivated if i get a channel registration or twitter follow.nice to meet you.ne.",ja
407,mariamrouze,20666,59.0,59.0,59.0,0.0,Inquiries: primrouzebusiness@gmail.com,inquiries: primrouzebusiness@gmail.com,en
408,incursio,20592,141.0,141.0,141.0,0.0,"Best Katarina IN THE WORLD, Peaking 1100LP in both EUW AND OCE. Katarina Is Banned Very Often In OCE.","best katarina in the world, peaking 1100lp in both euw and oce. katarina is banned very often in oce.",en
409,shrkf,20437,331.0,986.0,688.0,0.0,"LCK LPL 감독 코치를 거쳐 LCK해설자로 여러분을 만나게 된, 노페 정노철입니다~! ",this is nobe jung no -cheol who met you as an lck commentator through the lck lpl coach.,ko
410,nickich,20109,454.0,648.0,553.0,0.0,the chill thresh main guy who does his own thing,the chill thresh main guy who does his own thing,en
411,biigboiigaming,20066,1.0,97.0,49.0,0.0,,,ht
412,yutapongo,19979,816.0,1303.0,1059.0,0.0,LoLや他にも色々,lol and other things,ja
413,tuzaopxg,19890,33.0,33.0,33.0,0.0,"Oi, bem-vindo! Sou o Arthur, conhecido por Tuzão. Sou do RJ e jogo PXG desde a SVKE. Sou psy e meu foco é PVP. Meu principal objetivo é conquistar o full time. Fui o 1º player a donar a Chosen One. Se quer tirar dúvidas, gosta de conversar e dar risada, vem comigo! Outros jogos: LOL / CS / TFT","hi, welcome!i am arthur, known as tuzão.i'm from rj and pxg game since svke.i'm psy and my focus is pvp.my main goal is to win the full time.i was the 1st player to donate to chosen one.if you want to ask questions, you like to talk and laugh, come with me!other games: lol / cs / tft",pt
414,hojinleesuga,19871,417.0,2354.0,1356.0,0.0,hojinleesuga@naver.com 모든 문의 이메일 연락 부탁드리겠습니다 :),hojinleesuga@naver.com please contact us all inquiries :),ko
415,eikap,19847,895.0,895.0,895.0,0.0,,,ht
416,jesiie,19676,40.0,40.0,40.0,0.0,Oi!! Eu sou a Jessie e eu streamo League of Legends! É possível que você tenha me visto em um reality show por ai.,hey!!i am jessie and i streamo league of legends!you may have seen me in a reality show out there.,pt
417,ketsueki,19617,94.0,94.0,94.0,0.0,,,ht
418,kada,19602,1138.0,1138.0,1138.0,0.0,📧Contact : contact@kadapro.fr | 🌲 Autres réseaux : http://linktr.ee/kadapro,📧contact: contact@kadapro.fr |🌲 other networks: http://linktr.ee/kadapro,fr
419,maged_lol,19511,608.0,608.0,608.0,0.0,,,ht
420,hammerkim_lol,19421,776.0,776.0,776.0,0.0,2000.05.09 (24살) Business Email : xoals0509@naver.com,2000.05.09 (24 years old) business email: xoals0509@naver.com,ko
421,breitnerro,18997,33.0,33.0,33.0,0.0,,,ht
422,princelol0405,18962,741.0,2391.0,1403.0,0.0,,,ht
423,ecebesteaslaan,18839,24.0,24.0,24.0,0.0,23 Ankara,23 ankara,en
424,sawadakk,18803,570.0,570.0,570.0,0.0,oie,oie,en
425,busiolol,18781,278.0,689.0,483.0,0.0,Professional Player for 100 Thieves LCS,professional player for 100 thieves lcs,en
426,cerross,18735,1552.0,1552.0,1552.0,0.0,soloQmid,soloqd,qu
427,katarelol,18706,837.0,2676.0,1756.0,0.0,"Streamer LOL & plein d'autres jeux cool (TFT, WOW, AOM & Co) en live l'aprem et le soir! FR/IT/EN","streamer lol & lots of other cool games (tft, wow, aom & co) live the aprem and in the evening!fr/it/in",fr
428,pdh1919,18468,2864.0,2864.0,2864.0,0.0,HLE AD Viper,hale,hi
429,godqhr122,18437,146.0,146.0,146.0,0.0,korea No.1 poppy 세체뽀,korea no.1 poppy sepheepo,ko
430,vielgluecklol,18346,189.0,1592.0,681.0,0.0,Ich weiß nicht was ich hier mache. Für Anfragen: vielgluecklol@firstpick.gg,i don't know what i'm doing here.for inquiries: diversgluecklol@firstpick.gg,de
431,vcsenglish,18337,646.0,924.0,785.0,0.0,Bringing you every single game of the Vietnamese LoL League since 2019. ,bringing you every single game of the vietnamese lol league since 2019.,en
432,paolapinar,18236,34.0,34.0,34.0,0.0,Hola me gusta jugar videojuegos los gatos y las croquetas,"hello, i like to play video games the cats and croquettes",es
433,ritalissy,18190,76.0,76.0,76.0,0.0,Stream de todos os estilos de jogos ❤️😬🎮,stream of all game styles ❤️😬🎮,pt
434,youpixel,18099,3129.0,3129.0,3129.0,0.0,streamer | publicitário | LGBTQIA+ | RiotGames Partner | Lives todos os dias | contatoyoupixel@gmail.com,streamer |advertiser |lgbtqia+ |riotgames partner |lives every day |contatoyoupixel@gmail.com,pt
435,tibinhathegod,17993,167.0,167.0,167.0,0.0,,,ht
436,lina,17916,119.0,119.0,119.0,0.0,"Hi, I'm Lina! I'm here to provide a comfy, positive and safe space to chill out and hopefully entertain~ I like playing variety, League, singing weeb songs, hugging plushies and...screaming at inappropriate moments. Come and say hi, our community is very welcoming!","hi, i'm lina! i'm here to provide a comfy, positive and safe space to chill out and hopefully entertain~ i like playing variety, league, singing weeb songs, hugging plushies and...screaming at inappropriate moments. come and say hi, our community is very welcoming!",en
437,chinololeroo,17840,283.0,283.0,283.0,0.0,"Me gusta decir pendejadas desde morrito, juego lol (Challenger adc) y otros juegos, eres bienvenido cuando quieras! ♡","i like to say pendered from morrito, game lol (challenger adc) and other games, you are welcome whenever you want!♡",es
438,amauryn29,17787,677.0,677.0,677.0,0.0,"El wey de las entrevistas, papa de Stepz y Rank 1 Illaoi del mundo","the wey of the interviews, pope of stepz and rank 1 illaoi of the world",es
439,thegam3report,17675,30.0,30.0,30.0,0.0,If you missed the stream or came in too late follow me on twitch.tv. Next time you'll be notified the moment I start streaming. Youtube: http://www.youtube.com/thegam3report1 http://www.twitter.com/thegam3report,if you missed the stream or came in too late follow me on twitch.tv. next time you'll be notified the moment i start streaming. youtube: http://www.youtube.com/thegam3report1 http://www.twitter.com/thegam3report,en
440,dawidssonek,17645,232.0,232.0,232.0,0.0,"Rank1 Kayle, Kassadin, Nasus","rank1 kayle, kassadin, nasus",vi
441,codysun,17565,52.0,52.0,52.0,0.0,"Hi I'm Cody Sun. Pro ADC. I qualified for Worlds 3 times across 3 different teams (IMT, 100T, CG) and made LCS Finals 2 times.","hi i'm cody sun. pro adc. i qualified for worlds 3 times across 3 different teams (imt, 100t, cg) and made lcs finals 2 times.",en
442,lava1999,17293,1311.0,2810.0,2028.0,0.0,Lava,lava,en
443,value247,17190,419.0,697.0,537.0,0.0,1.2k+ LP NA & 1k+ LP EUW Challenger ADC. LCS Proving Grounds and Twitch Rivals Champion. Live Sun-Fri during mornings/afternoons EST.,1.2k+ lp na & 1k+ lp euw challenger adc. lcs proving grounds and twitch rivals champion. live sun-fri during mornings/afternoons est.,en
444,neos_lol,17148,800.0,800.0,800.0,0.0,,,ht
445,tryndamumu,17059,2116.0,2116.0,2116.0,0.0,Business inquires : Tryndamumur@gmail.com,business inquires : tryndamumur@gmail.com,en
446,satoriuslol,16612,175.0,175.0,175.0,0.0,,,ht
447,brohan_lol,16533,117.0,513.0,315.0,0.0,Fastest Rising League of Legends Streamer.,fastest rising league of legends streamer.,en
448,yang2101y,16500,0.0,0.0,0.0,0.0,,,ht
449,lltrigger,16317,608.0,608.0,608.0,0.0,My name is 𝕯𝖆𝖓𝖎𝖊𝖑 - Canadian Challenger Marksman - Discord: 𝐋𝐋 𝐓𝖗𝖎𝖌𝖌𝖊𝖗#0001 - Business Inquiries: daniel_p90@hotmail.com,my name is 𝕯𝖆𝖓𝖎𝖊𝖑 - canadian challenger marksman - discord: 𝐋𝐋 𝐓𝖗𝖎𝖌𝖌𝖊𝖗#0001 - business inquiries: daniel_p90@hotmail.com,en
450,kagura0mea,16303,354.0,354.0,354.0,0.0,すきになってください,please like,ja
451,builteuw,15871,725.0,725.0,725.0,0.0,i either win or lose on riven.,i either win or lose on riven.,en
452,ben3kk,15840,63.0,63.0,63.0,0.0,Kocham Cie,i love you,pl
453,sarellan,15602,42.0,42.0,42.0,0.0,"[səˈrɛlɛn] - Mostly League of Legends on NA. Sometimes I jungle, sometimes I int. Also plays some management sims/shooters/RPGs 🏳️‍🌈 🏳️‍⚧️ - Comes alive most evenings around 10PM (Pacific) - Please read the FAQ! - Subs can post links - Most active in Discord","[səˈrɛlɛn] - mostly league of legends on na. sometimes i jungle, sometimes i int. also plays some management sims/shooters/rpgs 🏳️‍🌈 🏳️‍⚧️ - comes alive most evenings around 10pm (pacific) - please read the faq! - subs can post links - most active in discord",en
454,ciroqq_,15571,79.0,79.0,79.0,0.0,"Hello, Sono Ciro, un coach di SoloQ. Qui potete imparare a giocare tutti i vostri campioni divertendovi con un gameplay molto AGGRESSIVO con un pizzico di sale :3 Fate pure tutte le domande che volete.. sono a vostra disposizione!","hello, i am ciro, a coach of soloq.here you can learn to play all your samples by having fun with a very aggressive gameplay with a pinch of salt: 3 ask all the questions you want .. i'm at your disposal!",it
455,amiral_lol,15519,241.0,1491.0,928.0,0.0,"Salut les potes, c'est l'Amiral jungle Challenger sur League Of Legends, que je streamerai principalement sur ma chaîne, ainsi que d'autres jeux/reacts. Vous retrouverez ici bonne humeur et gameplay de qualité ! Contact : Amiral.esport@gmail.com","hello friends, it is admiral jungle challenger on league of legends, which i will streame mainly on my channel, as well as other games/reacts.here you will find a good humor and quality gameplay!contact: admiral.esport@gmail.com",fr
456,lckclglobal2023,15445,595.0,5126.0,2268.0,0.0,"LCK CL Official Twitch Channel. For more information, schedules and stats head to the LCK CL's social media.","lck cl official twitch channel. for more information, schedules and stats head to the lck cl's social media.",en
457,treatzlol,15358,598.0,598.0,598.0,0.0,"Hi and welcome to my stream! I'm Erik ""Treatz"" Wessén, a professional League of Legends player for Immortals who mains Support - always bringing you the freshest gameplay + analysis with an educational perspective. Bring your peepoNotes and enjoy! Business inquiries: treatz@surge.management","hi and welcome to my stream! i'm erik ""treatz"" wessén, a professional league of legends player for immortals who mains support - always bringing you the freshest gameplay + analysis with an educational perspective. bring your peeponotes and enjoy! business inquiries: treatz@surge.management",en
458,pinsh3pingu,15305,7.0,7.0,7.0,0.0,Hola aquí encontrarás manqueadas y diversión junto a Pingu 🐧y sus amigos se miembro de la PinguBanda síguenos!!Síguenos también en YT pinsh3pingu ,hello here you will find manqueadas and fun next to pongu 🐧 and your friends are member of the pongua follow us !! follow us also in yt pink3pinggu,es
459,esportsprimelol,15289,1139.0,1139.0,1139.0,0.0,"Het allerbeste van League of Legends in de hele Benelux (en daarbuiten) vind je hier, op Esports Prime LoL. Ontdek de beste Benelux teams in de Elite Series: League of Legends en volg de internationale toppers in de LEC. Volg ons en je bent zeker mee op esportsvlak.","the very best of league of legends in the entire benelux (and beyond) can be found here, on esports prime lol.discover the best benelux teams in the elite series: league of legends and follow the international toppers in the lec.follow us and you are definitely on esportsvlak.",nl
460,utaimeika,15258,508.0,508.0,508.0,0.0,,,ht
461,twm_lol,15186,5655.0,5655.0,5655.0,0.0,《英雄聯盟》中文官方直播頻道,"""league of legends"" chinese official live broadcast channel",zh-TW
462,lunarivalkyrie,15178,29.0,29.0,29.0,0.0,"Yakuza Mom 🌸 Full-time Content creator 💜 Hawaii Based 🌸 Moonlit Yakuza 💜 Safe Space 🌸Mental health & LGBTQ+ awareness & positivity 💜 YouTube, AdvancedGG, Eternal Return, SkytechGaming, Bloons TD6, CaptainTV, Throne, AgentInk & C2 Gripz Partner","yakuza mom 🌸 full-time content creator 💜 hawaii based 🌸 moonlit yakuza 💜 safe space 🌸mental health & lgbtq+ awareness & positivity 💜 youtube, advancedgg, eternal return, skytechgaming, bloons td6, captaintv, throne, agentink & c2 gripz partner",en
463,gigideusa,15095,30.0,30.0,30.0,0.0,"Eu sou a Gigi, jogo mal mas sou legal (eu espero).","i am gigi, i play bad but i'm cool (i hope).",pt
464,c9emenes,14927,392.0,929.0,655.0,0.0,C9 EMENES ,k9 emenes,el
465,bardinette,14856,311.0,544.0,427.0,0.0,The one and only BARDÎNETTE toplane gamer 💩,the one and only bardînette toplane gamer 💩,en
466,valanykr,14388,154.0,154.0,154.0,0.0,"Gatitos, animalitos y comida 🌸❤","kittens, animals and food 🌸❤",es
467,lvpwolk,14266,868.0,3416.0,2142.0,1.0,Comentarista de League of Legends en LVP.,commentator of league of legends in lvp.,es
468,kiszelol,13951,377.0,377.0,377.0,0.0,"Szia! A nevem Bazsó Martin de Kisze néven ismer mindenki, jelenleg fél profi szinten játszok és streamelek amikor csak tudok lol-t, de a késsőbbiekben várható lesz más játék is. Remélem tetszik a stream és érezd jól magad! Contact e-mail: martin.bazso4@gmail.com","hello!my name is known as bazsó martin de kize, i currently play at half a professional level and streams whenever i can lol, but later other games will be expected.i hope you like the stream and have fun!contact email: martin.bazso4@gmail.com",hu
469,elvictoriosog,13945,30.0,30.0,30.0,0.0,,,ht
470,botika001,13841,277.0,408.0,342.0,0.0,LOLオタクです、Youtubeも週5で上げてます、CSGOでGEまで行ったのでFPSに関する質問もどうぞ！,"i'm lol nerd, i also raise youtube in 5 a week, so i went to ge by csgo, so please ask questions about fps!",ja
471,scarlet6942,13811,634.0,634.0,634.0,0.0,,,ht
472,annaoxo8888,13795,112.0,112.0,112.0,0.0,"Hi,我是湘妮🌸單身奶大心細脾氣好會帶COCO散步會做家事會自己賺錢🌸實況皆為娛樂效果 切勿認真❗禁止違規Twitch社群規範，做一個秉公守法的圖奇好夥伴！【開台時間】每天晚上PM7:00-10:00播出，週六日會提早開台，不想錯過開台就請記得追隨我🌸💌合作請來信annaoxo8888@gmail.com","hi, i am xiangni, a single milk heart and a good temper will take coco to take a family career to make money 🌸 the actual effect is entertaining. do not seriously prohibit the illegal twitch community specifications, and be a good partner of tuqi![open time] pm7: 00-10: 00 every night, and will open early on saturday and sunday. if you don't want to miss the opening, please remember to follow me.",zh-TW
473,ars4321,13734,382.0,1257.0,775.0,1.0,"lol,로스트아크 방송을 주로하며 종겜과 야방(코로나풀리면)을 하는 핑크자크입니다 (__)","lol, lost arc broadcasting is a pink jacquet that plays jonggem and yakbang (when it is loosen) (__)",ko
474,pocholo9,13556,24.0,24.0,24.0,0.0,"Hola, Soy Cordobes!.","hello, i'm cordobes!",es
475,wjdtjsdn13,13487,60.0,60.0,60.0,0.0,가렌장인 쓰리컨드,garenjangin three,ko
476,uniliga,13431,2114.0,4316.0,3215.0,0.0,"Das Team der Uniliga ermöglicht eSport-Turniere und Ligen für Studierende, in denen sich deutsche Unis und Fachhochschulen untereinander messen können.",the uniliga team enables esport tournaments and leagues for students in which german universities and universities of applied sciences can compete with each other.,de
477,hilyra,13243,67.0,67.0,67.0,0.0,Bienvenid@ al desinfle🤡 Por acá vas a encontrar de todo (principalmente League of Legends🤪) pero antes que nada un buen ambiente y una comunidad de otro mundo!♥ - 𝗺𝗮𝗶𝗻 𝗸𝗮𝘁𝗮𝗿𝗶𝗻𝗮 𝘆 𝗮𝗸𝗮𝗹𝗶 𝗱𝗲𝘀𝗱𝗲 𝘀𝟭𝟬 - Streams todos los días de 9pm a 2am hora arg!💃,welcome to the disinfle🤡 here you will find everything (mainly league of legends🤪) but first of all a good atmosphere and a community of another world! ♥ - 𝗺𝗮𝗶𝗻 𝗸𝗮𝘁𝗮𝗿𝗶𝗻𝗮 𝘆 𝗮𝗸𝗮𝗹𝗶 𝗱𝗲𝘀𝗱𝗲 𝘀𝟭𝟬 - streams every day from 9pm to 2amarg! 💃 time,es
478,lucaserola,13201,15.0,15.0,15.0,0.0,"Bienvenidos!! gracias por entrar al canal y disfrutar del directo, tambien voy a hacer muchisimas partidas personalizadas para que todos podamos jugar!! tengo muchas personas que pueden participar y muchos amigos para cagarnos de risa y pasar el rato","welcome!!thanks for entering the channel and enjoying the live, i will also do a lot of custom games so that we can all play !!i have many people who can participate and many friends to laugh with laughter and hang out",es
479,likywind,13185,84.0,84.0,84.0,0.0,"Hello, j'te souhaite la bienvenue!! Ici, y a que de la rigolade 😂et de la bonne humeur! (et souvent des blagues douteuses et nulles) Have fun!!E-mail pro : likywindpro@gmail.com","hello, i welcome you !!here, there is only fun 😂 and good humor!(and often dubious and zero jokes) have fun !! pro: likywindpro@gmail.com",fr
480,greninjarj,13176,419.0,1459.0,1022.0,1.0,"Streamer, criador de conteudo.Youtube.com/greninjalol","streamer, content creator.youtube.com/greninjalol",pt
481,aribolol,13000,210.0,210.0,210.0,0.0,,,ht
482,suekko_kawai,12965,456.0,456.0,456.0,0.0,末っ子です。,it is the youngest.,ja
483,top_hirit,12881,537.0,1215.0,920.0,0.0,,,ht
484,bang2,12856,23.0,49.0,36.0,1.0,Hey . League of Legends Streamer and part of the Fnatic Network,hey . league of legends streamer and part of the fnatic network,en
485,pathtolcs,12772,1033.0,5419.0,3055.0,0.0,"The LCS Challengers League is a 16 team, single round robin tournament hosted twice a year (Spring and Summer Split). It serves as the official Tier 2 North American League of Legends competition that supports talent development into the LCS. #LCS #NACL #PathToLCS","the lcs challengers league is a 16 team, single round robin tournament hosted twice a year (spring and summer split). it serves as the official tier 2 north american league of legends competition that supports talent development into the lcs. #lcs #nacl #pathtolcs",en
486,tomatisse,12650,11.0,11.0,11.0,0.0,"OYE COMO VA? 1er FR et 4ème mondial en terme de kills sur WZ2, le père Matisse grind le ladder avec ses multiples Records du monde (!wr) pour tout péter avec des tranches de fun à tire-larigot comme on dit chez les jeun's! Ils disent ça en vrai nan? En vrai? LOVE YOU ALL, signé votre p'tite tomate","oye como va?1st fr and 4th world in terms of kills on wz2, father matisse grind le ladder with his multiple world records (! wr) to fart everything with fun-la-larigot slices as they say in the jeun's!are they saying that in real nah?in truth?love you all, signed your little tomato",fr
487,eva_art,12600,34.0,34.0,34.0,0.0,Plat Tristana OTP/ Painter,plat tristana otp/ painter,hr
488,charles,12591,79.0,671.0,391.0,0.0,"Je suis Challenger sans jouer Teemo dans la forêt, il m'arrive d'être rigolo, parfois. ","i'm challenging without playing teemo in the forest, i sometimes be funny, sometimes.",fr
489,cha_chan,12513,118.0,118.0,118.0,0.0,どのゲームもよく笑い、よくしゃべり、よく叫びます💗どんなゲームをしていても、リスナーさんが楽しい・ワクワクするような配信を目指しています！個人Vtuber✨バイク大好き・ツーリング大好き,"every game laughs, talks well, shouts well. no matter what the game you play, listeners are aiming for a fun and exciting distribution!personal vtuber✨ i love motorcycles and touring",ja
490,yoobyulna,12416,424.0,518.0,471.0,0.0,,,ht
491,yungi131,12410,71.0,71.0,71.0,0.0,하이요 하고싶은거하는 방송입니다  일주일에 한번은 랜덤으로 휴방이에요,it's a broadcast that i want to do high. it's a random holiday once a week,ko
492,iitsriggs,12408,3.0,3.0,3.0,0.0,Infelizmente não dá pra por “gostoso e top1 Syndra” no currículo.,"unfortunately, you can't get it for “tasty and top1 syndra” in the curriculum.",pt
493,diendris,12322,62.0,62.0,62.0,0.0,Ezoteryczny doradca życiowy,esoteric life advisor,pl
494,alois_nl,12318,0.0,0.0,0.0,0.0,"Heyo guys welcome to the stream, I play toplane and my main champion is Riven. I try to make a positive influence on your day and hopefully teach you some new stuff about League 😎","heyo guys welcome to the stream, i play toplane and my main champion is riven. i try to make a positive influence on your day and hopefully teach you some new stuff about league 😎",en
495,emilym,12317,36.0,36.0,36.0,0.0,I will beat you in League and then steal your mom and dog,i will beat you in league and then steal your mom and dog,en
496,paddyeve,12132,99.0,99.0,99.0,0.0,Mittwoch - Donnerstag - Freitag - Sonntag immer gegen 17Uhr LIVE /Business-Anfragen: paddyeve@gmail.com,wednesday - thursday - friday - sunday always around 5 p.m. live /business inquiries: paddyeve@gmail.com,de
497,300clownfiesta,12088,432.0,1233.0,832.0,0.0,"300clownfiesta aka Tayfun ist ein League of Legends Streamer der mit großer Leidenschaft, Ehrgeiz und Emotionen dabei ist. Er versucht einen gesunden Mix aus gutem Gameplay, educational Commenting zu bieten und auf familiärer Art mit dem Twitch Chat zu interagieren.","300clownfiesta aka tayfun is a league of legends streamer who is with great passion, ambition and emotions.he tries to offer a healthy mix of good gameplay to offer educational commenting and to interact with the twitch chat in a family way.",de
498,tavaa,12057,130.0,130.0,130.0,0.0,Peut-être que je ressemble à un Yordle IRL mais au moins j'suis master sur League Of Legends 🤓 ,maybe i look like a yordle irl but at least i'm masterful on league of legends 🤓,fr
499,adertyh,11885,96.0,96.0,96.0,0.0,"Respeta al resto, disfruta y sonríe que la vida son dos días. ","respect the rest, enjoy and smile that life is two days.",es
500,lvpecuador,11784,792.0,2420.0,1463.0,0.0,Cuenta oficial de Liga de Videojuegos Profesional para Ecuador.,official professional video game league for ecuador.,es
501,jdilla,11668,2024.0,2024.0,2024.0,0.0,PC Gaming at it's finest!,pc gaming at it's finest!,en
502,psychopathictop,11631,58.0,58.0,58.0,0.0,"S9, S11 and S12 Challenger peak Q max Nasus onetrick. Best Nasus NA. Creator of Nasus mid. Resident High elo Nasus Jax player. ","s9, s11 and s12 challenger peak q max nasus onetrick.best nasus.creator of nasus mid.resident high elo nasus jx player.",ilo
503,florchurri,11616,27.0,27.0,27.0,0.0,"¡Bienvenidos! Me llamo Ana Florencia, tengo 20 años y soy de Argentina, Bahía Blanca.                                        📲Contact: Napolianaflorencia@gmail.com","welcome!my name is ana florencia, i am 20 years old and i am from argentina, bahía blanca.📲contact: napolianaflorencia@gmail.com",es
504,fictiongap,11579,115.0,115.0,115.0,0.0,streams whenever i'm ready to whenever i'm tired,streams whenever i'm ready to whenever i'm tired,en
505,hdragon8,11501,25.0,25.0,25.0,0.0,H Dragon 한상용입니다.  LCK 중계합니다. 솔로 랭크 및 5대5 자유 랭크 자유롭게 같이해요~~,h dragon is han sang -yong.lck relay.solo ranks and 5 to 5 free ranks are freely together ~~,ko
506,ahlyxa,11436,67.0,67.0,67.0,0.0,very good video game player,very good video game player,en
507,maraciuca24ro,11401,117.0,117.0,117.0,0.0,High Elo Support Gameplay. Free content and amazing vibes.,high elo support gameplay. free content and amazing vibes.,en
508,slogdogs,11363,719.0,719.0,719.0,0.0,Challenger Lethality Yorick that has a taste in Manga,challenger lethality yorick that has a taste in manga,en
509,beefq8,11303,171.0,171.0,171.0,0.0,اقدم محتوى قيمز بطريقه كوميديه والعب العاب تختيم و ( بوكيمون ) ,"the most valuable content in a comic way, play games, and (pokemon)",ar
510,dhoklalol,11236,242.0,242.0,242.0,0.0,Professional Top Laner for NRG. I play League of Legends,professional top laner for nrg. i play league of legends,en
511,sirtiki,11151,47.0,47.0,47.0,0.0,,,ht
512,howtoplayad,11133,14.0,14.0,14.0,0.0,,,ht
513,janelleyace,11020,34.0,34.0,34.0,0.0,"Hi! I'm Janelle, and I probably play League and Valo more than I should. Come join my stream! I love playing lots of games and chatting ✧*。٩(ˊωˋ*)و✧*。","hi! i'm janelle, and i probably play league and valo more than i should. come join my stream! i love playing lots of games and chatting ✧*。٩(ˊωˋ*)و✧*。",en
514,castleinthesky_,11020,115.0,115.0,115.0,0.0,"привет, добро пожаловать, стримлера зовут Миша/Касл, и он очень старается, чтобы тебе тут было хорошо! не стесняйся писать в чат и располагайся поудобнее :) ","hello, welcome, stmimler's name is misha/casl, and he is trying very hard to make you feel good here!do not be shy to write in the chat and be comfortable :)",ru
515,eminatr1x,11019,223.0,223.0,223.0,0.0,"E-mommy  ""MACRO QUEEN"" 🤫 adicta a League of Legends🤫. GRANDMASTER TOP & JUNGLE dominatr1x ⛓️. QUINN #1 LAS, INTING UDYR Inventor, Economist, and a Femme Fatale... TODOS los DÍAS desde las 19:00 GMT-3 (Lunes & Viernes OFF) - ✉️ lol.eminatr1x@gmail.com","e-mommy ""macro queen"" 🤫 addicted to league of legends🤫.grandmaster top & jungle dominat1x ⛓️.quinn #1 las, inting udyr inventor, economist, and a femme fatale ... every day from 7:00 p.m. gmt -3 (monday & friday off) - ✉️ lol.eminat1x@gmail.com",es
516,starkycast,11012,331.0,814.0,546.0,0.0,Киберспортивный комментатор и обозреватель компьютерной игры Лига Легенд,e -sports commentator and observer of the computer game league legend,ru
517,lapuseenjhin,10954,30.0,531.0,280.0,0.0,"Hola, acá hacemos de todo así que disfruta el stream.","hello, we do everything here so enjoy stream.",es
518,justmllealice,10947,50.0,50.0,50.0,0.0,"♡ Streamer League Of Legends, La plus grosse fraude du Twitch FR Ivern Enjoyer ! ♡ Mail pro : JustMlleAlice@gmail.com  ","♡ streamer league of legends, la plus grosse fraude du twitch fr ivern enjoyer ! ♡ mail pro : justmllealice@gmail.com",en
519,sophiness_,10863,41.0,41.0,41.0,0.0,I speak a lot and I am bad at video games. FeelsBadMan,i speak a lot and i am bad at video games. feelsbadman,en
520,1vsall_,10712,345.0,1358.0,634.0,0.0,원버서스올 일대올 일브올 일당백 원브올 일대백 아무렇게나 부르셔도 됩니다.,you can call one hundred and one hundred one hundred per day.,ko
521,kohaku_uru,10673,209.0,437.0,352.0,0.0,ＩＭ　ＧＯＤ　まいぺーすに生きてます,i'm alive in im god,ja
522,photon_lol,10502,661.0,1484.0,1091.0,0.0,Vit Photon,vit photon,fr
523,sharkklol,10412,446.0,1865.0,958.0,1.0,"Streamer pour Solary, League of Legends Master et Multigaming","streamer pour solary, league of legends master et multigaming",en
524,topwizer,10173,1102.0,1102.0,1102.0,0.0,League of Legends Pro player for PaiN Gaiming,league of legends pro player for pain gaming,en
525,son0ra,10154,108.0,108.0,108.0,0.0,"HI WELCOME!!! My name is Sonora (yes its my actual name) and I live in the Bay Area, California! I love hanging out with my community and cultivating an environment where everyone can feel safe! I mostly play League of Legends, and I stream every day except for Tuesdays from 7pm-12am PST! SAY HI!!!!","hi welcome!!! my name is sonora (yes its my actual name) and i live in the bay area, california! i love hanging out with my community and cultivating an environment where everyone can feel safe! i mostly play league of legends, and i stream every day except for tuesdays from 7pm-12am pst! say hi!!!!",en
526,vanesso_,10146,404.0,555.0,491.0,0.0,,,ht
527,skilli,10045,487.0,809.0,648.0,0.0,‎‏‏‎‎ Mail pro : olivierharrau974@gmail.com ( sinon je streame de 3h à 10h )‏‏‏‏‏‏‏‏‏‎‏‏‎,mail pro: olivierharrau974@gmail.com (otherwise i stream from 3 a.m. to 10 a.m.),fr
528,ifearless72,9936,94.0,94.0,94.0,0.0,For Business inquiries : ishurima72@gmail.com,for business inquiries : ishurima72@gmail.com,en
529,vunyru,9792,79.0,79.0,79.0,0.0,hola,hola,en
530,caiozeralol,9781,38.0,38.0,38.0,0.0,challenger mono kayn assassin 6kk maestria+,mister 6kk mastria+ challenger monchns,it
531,rnrdls11,9772,101.0,111.0,106.0,0.0,,,ht
532,lol_wero,9618,115.0,115.0,115.0,0.0,Probably The Only AD Neeko Top One Trick Streamer.,probably the only ad neeko top one trick streamer.,en
533,mafuyumh1012,9610,686.0,771.0,720.0,0.0,宮原,miyahara,ja
534,sv3nthegod,9549,33.0,33.0,33.0,0.0,League of legends tryhard player // el arte de analizarse a si mismo.    Jugador de league of legends y creador de contenido para Metagaming_py 〽️〽️〽️                  ,league of legends tryhard player // the art of analyzing himself.league of legends player and creator of content for metagaming_py 〽️〽️〽️,es
